ano,sigla_uf,id_municipio,populacao
2001,RO,1100064,21421
2002,RO,1100064,20881
2003,RO,1100064,20412
2004,RO,1100064,18349
2005,RO,1100064,18883
2006,RO,1100064,18342
2007,RO,1100064,17644
2008,RO,1100064,18216
2009,RO,1100064,17822
2010,RO,1100064,18591
2011,RO,1100064,18338
2012,RO,1100064,18093
2013,RO,1100064,19190
2014,RO,1100064,19001
2015,RO,1100064,18817
2016,RO,1100064,18639
2017,RO,1100064,18467
2018,RO,1100064,16227
2019,RO,1100064,15882
2020,RO,1100064,15544
2021,RO,1100064,15213
1992,RO,1100072,13317
1993,RO,1100072,13825
1994,RO,1100072,14301
1995,RO,1100072,14768
1996,RO,1100072,11280
1997,RO,1100072,10264
1998,RO,1100072,10052
1999,RO,1100072,9860
2000,RO,1100072,10459
2001,RO,1100072,10290
2002,RO,1100072,10160
2003,RO,1100072,10022
2004,RO,1100072,9411
2005,RO,1100072,9569
2006,RO,1100072,9409
2007,RO,1100072,9476
2008,RO,1100072,9761
2009,RO,1100072,9680
2010,RO,1100072,8783
2011,RO,1100072,8655
2012,RO,1100072,8530
2013,RO,1100072,9036
2014,RO,1100072,8938
2015,RO,1100072,8842
2016,RO,1100072,8749
2017,RO,1100072,8659
2018,RO,1100072,7567
2019,RO,1100072,7391
2020,RO,1100072,7220
2021,RO,1100072,7052
1991,RO,1100080,10375
1992,RO,1100080,10617
1993,RO,1100080,11616
1994,RO,1100080,12314
1995,RO,1100080,12993
1996,RO,1100080,13950
1997,RO,1100080,8524
1998,RO,1100080,10369
1999,RO,1100080,11039
2000,RO,1100080,10208
2001,RO,1100080,10679
2002,RO,1100080,9919
2003,RO,1100080,10255
2004,RO,1100080,11731
2005,RO,1100080,11349
2006,RO,1100080,11735
2007,RO,1100080,13664
2008,RO,1100080,13973
2009,RO,1100080,14452
2010,RO,1100080,13678
2011,RO,1100080,14023
2012,RO,1100080,14355
2013,RO,1100080,15853
2014,RO,1100080,16258
2015,RO,1100080,16651
2016,RO,1100080,17031
2017,RO,1100080,17400
2018,RO,1100080,17855
2019,RO,1100080,18331
2020,RO,1100080,18798
2021,RO,1100080,19255
1991,RO,1100098,23157
1992,RO,1100098,24630
1993,RO,1100098,25848
1994,RO,1100098,27071
1995,RO,1100098,28264
1996,RO,1100098,24137
1997,RO,1100098,24329
1998,RO,1100098,24511
1999,RO,1100098,24676
2000,RO,1100098,25688
2001,RO,1100098,25985
2002,RO,1100098,26221
2003,RO,1100098,26468
2004,RO,1100098,27556
2005,RO,1100098,27274
2006,RO,1100098,27559
2007,RO,1100098,27867
2008,RO,1100098,28617
2009,RO,1100098,28892
2010,RO,1100098,28729
2011,RO,1100098,28963
2012,RO,1100098,29189
2013,RO,1100098,31699
2014,RO,1100098,32047
2015,RO,1100098,32385
2016,RO,1100098,32712
2017,RO,1100098,33030
2018,RO,1100098,32047
2019,RO,1100098,32374
2020,RO,1100098,32695
2021,RO,1100098,33009
1991,RO,1100106,32583
1992,RO,1100106,33783
1993,RO,1100106,34824
1994,RO,1100106,35842
1995,RO,1100106,36835
1996,RO,1100106,36542
1997,RO,1100106,37734
1998,RO,1100106,38839
1999,RO,1100106,39853
2000,RO,1100106,38045
2001,RO,1100106,38679
2002,RO,1100106,39194
2003,RO,1100106,39728
2004,RO,1100106,42075
2005,RO,1100106,41467
2006,RO,1100106,42082
2007,RO,1100106,39451
2008,RO,1100106,40541
2009,RO,1100106,40762
2010,RO,1100106,41656
2011,RO,1100106,41934
2012,RO,1100106,42202
2013,RO,1100106,45761
2014,RO,1100106,46203
2015,RO,1100106,46632
2016,RO,1100106,47048
2017,RO,1100106,47451
2018,RO,1100106,45783
2019,RO,1100106,46174
2020,RO,1100106,46556
2021,RO,1100106,46930
1991,RO,1100114,63535
1992,RO,1100114,52287
1993,RO,1100114,54456
1994,RO,1100114,56467
1995,RO,1100114,58428
1996,RO,1100114,48141
1997,RO,1100114,47779
1998,RO,1100114,47437
1999,RO,1100114,47126
2000,RO,1100114,53600
2001,RO,1100114,53150
2002,RO,1100114,54352
2003,RO,1100114,54701
2004,RO,1100114,56238
2005,RO,1100114,55840
2006,RO,1100114,56242
2007,RO,1100114,52453
2008,RO,1100114,53955
2009,RO,1100114,53943
2010,RO,1100114,52005
2011,RO,1100114,51883
2012,RO,1100114,51765
2013,RO,1100114,55597
2014,RO,1100114,55669
2015,RO,1100114,55738
2016,RO,1100114,55806
2017,RO,1100114,55871
2018,RO,1100114,51933
2019,RO,1100114,51775
2020,RO,1100114,51620
2021,RO,1100114,51469
1991,RO,1100122,97799
1992,RO,1100122,102481
1993,RO,1100122,106457
1994,RO,1100122,110390
1995,RO,1100122,114226
1996,RO,1100122,95356
1997,RO,1100122,94639
1998,RO,1100122,93961
1999,RO,1100122,93346
2000,RO,1100122,106800
2001,RO,1100122,107869
2002,RO,1100122,108694
2003,RO,1100122,109573
2004,RO,1100122,113441
2005,RO,1100122,112439
2006,RO,1100122,113453
2007,RO,1100122,107679
2008,RO,1100122,110707
2009,RO,1100122,111010
2010,RO,1100122,116610
2011,RO,1100122,117363
2012,RO,1100122,118092
2013,RO,1100122,128026
2014,RO,1100122,129242
2015,RO,1100122,130419
2016,RO,1100122,131560
2017,RO,1100122,132667
2018,RO,1100122,127907
2019,RO,1100122,128969
2020,RO,1100122,130009
2021,RO,1100122,131026
1991,RO,1100130,16765
1992,RO,1100130,17202
1993,RO,1100130,17677
1994,RO,1100130,18130
1995,RO,1100130,18572
1996,RO,1100130,28949
1997,RO,1100130,26122
1998,RO,1100130,28095
1999,RO,1100130,30302
2000,RO,1100130,22739
2001,RO,1100130,23873
2002,RO,1100130,24724
2003,RO,1100130,25645
2004,RO,1100130,29698
2005,RO,1100130,28649
2006,RO,1100130,29711
2007,RO,1100130,31475
2008,RO,1100130,32214
2009,RO,1100130,33159
2010,RO,1100130,31135
2011,RO,1100130,31780
2012,RO,1100130,32403
2013,RO,1100130,35633
2014,RO,1100130,36412
2015,RO,1100130,37167
2016,RO,1100130,37899
2017,RO,1100130,38609
2018,RO,1100130,39097
2019,RO,1100130,39991
2020,RO,1100130,40867
2021,RO,1100130,41724
1991,RO,1100148,15797
1992,RO,1100148,16317
1993,RO,1100148,16743
1994,RO,1100148,17172
1995,RO,1100148,17591
1996,RO,1100148,15422
1997,RO,1100148,15335
1998,RO,1100148,15253
1999,RO,1100148,15178
2000,RO,1100148,17067
2001,RO,1100148,17216
2002,RO,1100148,17334
2003,RO,1100148,17458
2004,RO,1100148,18003
2005,RO,1100148,17862
2006,RO,1100148,18005
2007,RO,1100148,17170
2008,RO,1100148,17653
2009,RO,1100148,17698
2010,RO,1100148,19874
2011,RO,1100148,19883
2012,RO,1100148,19891
2013,RO,1100148,21427
2014,RO,1100148,21511
2015,RO,1100148,21592
2016,RO,1100148,21670
2017,RO,1100148,21747
2018,RO,1100148,20459
2019,RO,1100148,20474
2020,RO,1100148,20489
2021,RO,1100148,20504
1991,RO,1100155,84575
1992,RO,1100155,55496
1993,RO,1100155,57490
1994,RO,1100155,59613
1995,RO,1100155,61684
1996,RO,1100155,52261
1997,RO,1100155,40581
1998,RO,1100155,40508
1999,RO,1100155,40443
2000,RO,1100155,40884
2001,RO,1100155,40836
2002,RO,1100155,40841
2003,RO,1100155,40822
2004,RO,1100155,40735
2005,RO,1100155,40757
2006,RO,1100155,40735
2007,RO,1100155,36040
2008,RO,1100155,37142
2009,RO,1100155,36725
2010,RO,1100155,37928
2011,RO,1100155,37702
2012,RO,1100155,37482
2013,RO,1100155,40099
2014,RO,1100155,40010
2015,RO,1100155,39924
2016,RO,1100155,39840
2017,RO,1100155,39759
2018,RO,1100155,36340
2019,RO,1100155,36035
2020,RO,1100155,35737
2021,RO,1100155,35445
1991,RO,1100189,48758
1992,RO,1100189,51784
1993,RO,1100189,54273
1994,RO,1100189,56778
1995,RO,1100189,59220
1996,RO,1100189,48260
1997,RO,1100189,31819
1998,RO,1100189,31761
1999,RO,1100189,31710
2000,RO,1100189,31752
2001,RO,1100189,31685
2002,RO,1100189,31656
2003,RO,1100189,31612
2004,RO,1100189,31416
2005,RO,1100189,31466
2006,RO,1100189,31415
2007,RO,1100189,32893
2008,RO,1100189,33803
2009,RO,1100189,33984
2010,RO,1100189,33822
2011,RO,1100189,33981
2012,RO,1100189,34135
2013,RO,1100189,36939
2014,RO,1100189,37230
2015,RO,1100189,37512
2016,RO,1100189,37786
2017,RO,1100189,38051
2018,RO,1100189,36434
2019,RO,1100189,36660
2020,RO,1100189,36881
2021,RO,1100189,37098
1991,RO,1100205,287289
1992,RO,1100205,284576
1993,RO,1100205,296770
1994,RO,1100205,307923
1995,RO,1100205,318859
1996,RO,1100205,294227
1997,RO,1100205,299894
1998,RO,1100205,304996
1999,RO,1100205,309750
2000,RO,1100205,334661
2001,RO,1100205,342264
2002,RO,1100205,347844
2003,RO,1100205,353961
2004,RO,1100205,380884
2005,RO,1100205,373917
2006,RO,1100205,380974
2007,RO,1100205,369345
2008,RO,1100205,379186
2009,RO,1100205,382829
2010,RO,1100205,428527
2011,RO,1100205,435732
2012,RO,1100205,442701
2013,RO,1100205,484992
2014,RO,1100205,494013
2015,RO,1100205,502748
2016,RO,1100205,511219
2017,RO,1100205,519436
2018,RO,1100205,519531
2019,RO,1100205,529544
2020,RO,1100205,539354
2021,RO,1100205,548952
1991,RO,1100254,30063
1992,RO,1100254,31981
1993,RO,1100254,33559
1994,RO,1100254,32488
1995,RO,1100254,33920
1996,RO,1100254,28490
1997,RO,1100254,28717
1998,RO,1100254,28932
1999,RO,1100254,29127
2000,RO,1100254,26365
2001,RO,1100254,26164
2002,RO,1100254,26065
2003,RO,1100254,25926
2004,RO,1100254,25314
2005,RO,1100254,25473
2006,RO,1100254,25313
2007,RO,1100254,22197
2008,RO,1100254,22896
2009,RO,1100254,22519
2010,RO,1100254,22319
2011,RO,1100254,22009
2012,RO,1100254,21709
2013,RO,1100254,23017
2014,RO,1100254,22783
2015,RO,1100254,22557
2016,RO,1100254,22337
2017,RO,1100254,22124
2018,RO,1100254,19409
2019,RO,1100254,18986
2020,RO,1100254,18571
2021,RO,1100254,18165
1992,RO,1100262,4830
1993,RO,1100262,5219
1994,RO,1100262,5471
1995,RO,1100262,5715
1996,RO,1100262,6196
1997,RO,1100262,4431
1998,RO,1100262,2963
1999,RO,1100262,3077
2000,RO,1100262,2937
2001,RO,1100262,3054
2002,RO,1100262,3127
2003,RO,1100262,3215
2004,RO,1100262,3602
2005,RO,1100262,3501
2006,RO,1100262,3603
2007,RO,1100262,3174
2008,RO,1100262,3260
2009,RO,1100262,3290
2010,RO,1100262,3316
2011,RO,1100262,3346
2012,RO,1100262,3374
2013,RO,1100262,3666
2014,RO,1100262,3709
2015,RO,1100262,3750
2016,RO,1100262,3790
2017,RO,1100262,3829
2018,RO,1100262,3723
2019,RO,1100262,3764
2020,RO,1100262,3804
2021,RO,1100262,3843
1991,RO,1100288,59751
1992,RO,1100288,46703
1993,RO,1100288,48940
1994,RO,1100288,51198
1995,RO,1100288,53399
1996,RO,1100288,43930
1997,RO,1100288,43848
1998,RO,1100288,43770
1999,RO,1100288,43699
2000,RO,1100288,47382
2001,RO,1100288,47693
2002,RO,1100288,48101
2003,RO,1100288,48434
2004,RO,1100288,49902
2005,RO,1100288,49522
2006,RO,1100288,49907
2007,RO,1100288,48894
2008,RO,1100288,50249
2009,RO,1100288,50499
2010,RO,1100288,50648
2011,RO,1100288,50899
2012,RO,1100288,51142
2013,RO,1100288,55357
2014,RO,1100288,55807
2015,RO,1100288,56242
2016,RO,1100288,56664
2017,RO,1100288,57074
2018,RO,1100288,54702
2019,RO,1100288,55058
2020,RO,1100288,55407
2021,RO,1100288,55748
1991,RO,1100296,12328
1992,RO,1100296,12848
1993,RO,1100296,13465
1994,RO,1100296,13981
1995,RO,1100296,14485
1996,RO,1100296,11234
1997,RO,1100296,10995
1998,RO,1100296,10768
1999,RO,1100296,10563
2000,RO,1100296,11603
2001,RO,1100296,11512
2002,RO,1100296,11450
2003,RO,1100296,11380
2004,RO,1100296,11068
2005,RO,1100296,11149
2006,RO,1100296,11067
2007,RO,1100296,9264
2008,RO,1100296,9566
2009,RO,1100296,9348
2010,RO,1100296,8886
2011,RO,1100296,8678
2012,RO,1100296,8476
2013,RO,1100296,8887
2014,RO,1100296,8706
2015,RO,1100296,8532
2016,RO,1100296,8362
2017,RO,1100296,8198
2018,RO,1100296,6781
2019,RO,1100296,6495
2020,RO,1100296,6216
2021,RO,1100296,5942
1991,RO,1100304,39262
1992,RO,1100304,40249
1993,RO,1100304,41452
1994,RO,1100304,42664
1995,RO,1100304,43844
1996,RO,1100304,44580
1997,RO,1100304,44010
1998,RO,1100304,45300
1999,RO,1100304,46482
2000,RO,1100304,53598
2001,RO,1100304,55513
2002,RO,1100304,57074
2003,RO,1100304,58687
2004,RO,1100304,65785
2005,RO,1100304,63947
2006,RO,1100304,65807
2007,RO,1100304,66746
2008,RO,1100304,68405
2009,RO,1100304,69866
2010,RO,1100304,76202
2011,RO,1100304,77937
2012,RO,1100304,79616
2013,RO,1100304,87727
2014,RO,1100304,89797
2015,RO,1100304,91801
2016,RO,1100304,93745
2017,RO,1100304,95630
2018,RO,1100304,97448
2019,RO,1100304,99854
2020,RO,1100304,102211
2021,RO,1100304,104517
1991,RO,1100320,19458
1992,RO,1100320,15050
1993,RO,1100320,15932
1994,RO,1100320,16826
1995,RO,1100320,17696
1996,RO,1100320,18868
1997,RO,1100320,19445
1998,RO,1100320,22953
1999,RO,1100320,24756
2000,RO,1100320,23874
2001,RO,1100320,25065
2002,RO,1100320,25959
2003,RO,1100320,26927
2004,RO,1100320,31185
2005,RO,1100320,30082
2006,RO,1100320,31198
2007,RO,1100320,22622
2008,RO,1100320,23283
2009,RO,1100320,23201
2010,RO,1100320,21828
2011,RO,1100320,21879
2012,RO,1100320,21927
2013,RO,1100320,23668
2014,RO,1100320,23803
2015,RO,1100320,23933
2016,RO,1100320,24059
2017,RO,1100320,24181
2018,RO,1100320,22931
2019,RO,1100320,23005
2020,RO,1100320,23077
2021,RO,1100320,23147
1991,RO,1100338,7250
1992,RO,1100338,7041
1993,RO,1100338,6882
1994,RO,1100338,6716
1995,RO,1100338,6553
1996,RO,1100338,13644
1997,RO,1100338,14848
1998,RO,1100338,15986
1999,RO,1100338,17020
2000,RO,1100338,14778
2001,RO,1100338,15692
2002,RO,1100338,16362
2003,RO,1100338,17098
2004,RO,1100338,20333
2005,RO,1100338,19496
2006,RO,1100338,20343
2007,RO,1100338,21162
2008,RO,1100338,21650
2009,RO,1100338,22337
2010,RO,1100338,22546
2011,RO,1100338,23143
2012,RO,1100338,23719
2013,RO,1100338,26227
2014,RO,1100338,26925
2015,RO,1100338,27600
2016,RO,1100338,28255
2017,RO,1100338,28891
2018,RO,1100338,29757
2019,RO,1100338,30583
2020,RO,1100338,31392
2021,RO,1100338,32184
1991,RO,1100346,21045
1992,RO,1100346,21774
1993,RO,1100346,23073
1994,RO,1100346,24368
1995,RO,1100346,25629
1996,RO,1100346,19626
1997,RO,1100346,19373
1998,RO,1100346,19127
1999,RO,1100346,18906
2000,RO,1100346,19832
2001,RO,1100346,19770
2002,RO,1100346,19750
2003,RO,1100346,19711
2004,RO,1100346,19543
2005,RO,1100346,19586
2006,RO,1100346,19542
2007,RO,1100346,16485
2008,RO,1100346,17009
2009,RO,1100346,17127
2010,RO,1100346,16853
2011,RO,1100346,16625
2012,RO,1100346,16404
2013,RO,1100346,17399
2014,RO,1100346,17228
2015,RO,1100346,17063
2016,RO,1100346,16902
2017,RO,1100346,16747
2018,RO,1100346,14722
2019,RO,1100346,14411
2020,RO,1100346,14106
2021,RO,1100346,13807
1996,RO,1100379,
1997,RO,1100379,9678
1998,RO,1100379,9596
1999,RO,1100379,9682
2000,RO,1100379,13070
2001,RO,1100379,13153
2002,RO,1100379,13490
2003,RO,1100379,13852
2004,RO,1100379,15449
2005,RO,1100379,15035
2006,RO,1100379,15454
2007,RO,1100379,11615
2008,RO,1100379,11962
2009,RO,1100379,11875
2010,RO,1100379,12816
2011,RO,1100379,12825
2012,RO,1100379,12833
2013,RO,1100379,13827
2014,RO,1100379,13884
2015,RO,1100379,13940
2016,RO,1100379,13993
2017,RO,1100379,14045
2018,RO,1100379,13227
2019,RO,1100379,13241
2020,RO,1100379,13255
2021,RO,1100379,13268
1992,RO,1100403,8060
1993,RO,1100403,9478
1994,RO,1100403,10010
1995,RO,1100403,10458
1996,RO,1100403,10723
1997,RO,1100403,11166
1998,RO,1100403,11585
1999,RO,1100403,11966
2000,RO,1100403,13118
2001,RO,1100403,13693
2002,RO,1100403,14084
2003,RO,1100403,14532
2004,RO,1100403,16504
2005,RO,1100403,15993
2006,RO,1100403,16510
2007,RO,1100403,16758
2008,RO,1100403,17169
2009,RO,1100403,17569
2010,RO,1100403,17135
2011,RO,1100403,17444
2012,RO,1100403,17742
2013,RO,1100403,19459
2014,RO,1100403,19841
2015,RO,1100403,20210
2016,RO,1100403,20569
2017,RO,1100403,20916
2018,RO,1100403,20999
2019,RO,1100403,21428
2020,RO,1100403,21847
2021,RO,1100403,22258
1996,RO,1100452,
1997,RO,1100452,10357
1998,RO,1100452,11140
1999,RO,1100452,12013
2000,RO,1100452,25668
2001,RO,1100452,28132
2002,RO,1100452,30521
2003,RO,1100452,32774
2004,RO,1100452,42686
2005,RO,1100452,40120
2006,RO,1100452,42717
2007,RO,1100452,33072
2008,RO,1100452,33879
2009,RO,1100452,34693
2010,RO,1100452,32383
2011,RO,1100452,32899
2012,RO,1100452,33397
2013,RO,1100452,36555
2014,RO,1100452,37207
2015,RO,1100452,37838
2016,RO,1100452,38450
2017,RO,1100452,39044
2018,RO,1100452,38937
2019,RO,1100452,39654
2020,RO,1100452,40356
2021,RO,1100452,41043
1992,RO,1100502,12119
1993,RO,1100502,12699
1994,RO,1100502,13285
1995,RO,1100502,13858
1996,RO,1100502,11050
1997,RO,1100502,10814
1998,RO,1100502,10592
1999,RO,1100502,10390
2000,RO,1100502,12276
2001,RO,1100502,12367
2002,RO,1100502,12458
2003,RO,1100502,12543
2004,RO,1100502,12915
2005,RO,1100502,12819
2006,RO,1100502,12916
2007,RO,1100502,9648
2008,RO,1100502,9966
2009,RO,1100502,9720
2010,RO,1100502,10240
2011,RO,1100502,10084
2012,RO,1100502,9933
2013,RO,1100502,10515
2014,RO,1100502,10393
2015,RO,1100502,10276
2016,RO,1100502,10161
2017,RO,1100502,10051
2018,RO,1100502,8751
2019,RO,1100502,8538
2020,RO,1100502,8329
2021,RO,1100502,8125
1992,RO,1100601,5589
1993,RO,1100601,5873
1994,RO,1100601,6157
1995,RO,1100601,6436
1996,RO,1100601,5114
1997,RO,1100601,5077
1998,RO,1100601,5043
1999,RO,1100601,5011
2000,RO,1100601,5372
2001,RO,1100601,5355
2002,RO,1100601,5398
2003,RO,1100601,5411
2004,RO,1100601,5464
2005,RO,1100601,5450
2006,RO,1100601,5464
2007,RO,1100601,5553
2008,RO,1100601,5707
2009,RO,1100601,5736
2010,RO,1100601,5736
2011,RO,1100601,5764
2012,RO,1100601,5791
2013,RO,1100601,6268
2014,RO,1100601,6318
2015,RO,1100601,6367
2016,RO,1100601,6414
2017,RO,1100601,6460
2018,RO,1100601,6190
2019,RO,1100601,6230
2020,RO,1100601,6269
2021,RO,1100601,6307
1992,RO,1100700,4577
1993,RO,1100700,4773
1994,RO,1100700,4953
1995,RO,1100700,5130
1996,RO,1100700,15434
1997,RO,1100700,7107
1998,RO,1100700,7643
1999,RO,1100700,8244
2000,RO,1100700,11463
2001,RO,1100700,12633
2002,RO,1100700,13500
2003,RO,1100700,14446
2004,RO,1100700,18606
2005,RO,1100700,17529
2006,RO,1100700,18619
2007,RO,1100700,12455
2008,RO,1100700,12790
2009,RO,1100700,12915
2010,RO,1100700,12665
2011,RO,1100700,12758
2012,RO,1100700,12847
2013,RO,1100700,13939
2014,RO,1100700,14081
2015,RO,1100700,14220
2016,RO,1100700,14354
2017,RO,1100700,14484
2018,RO,1100700,14009
2019,RO,1100700,14139
2020,RO,1100700,14266
2021,RO,1100700,14391
1992,RO,1100809,7711
1993,RO,1100809,8041
1994,RO,1100809,8345
1995,RO,1100809,8642
1996,RO,1100809,10636
1997,RO,1100809,11575
1998,RO,1100809,12462
1999,RO,1100809,13268
2000,RO,1100809,13107
2001,RO,1100809,13816
2002,RO,1100809,14314
2003,RO,1100809,14874
2004,RO,1100809,17338
2005,RO,1100809,16700
2006,RO,1100809,17346
2007,RO,1100809,16736
2008,RO,1100809,17147
2009,RO,1100809,17547
2010,RO,1100809,19779
2011,RO,1100809,20292
2012,RO,1100809,20787
2013,RO,1100809,22973
2014,RO,1100809,23573
2015,RO,1100809,24155
2016,RO,1100809,24719
2017,RO,1100809,25266
2018,RO,1100809,25983
2019,RO,1100809,26693
2020,RO,1100809,27388
2021,RO,1100809,28068
1992,RO,1100908,4647
1993,RO,1100908,4869
1994,RO,1100908,5094
1995,RO,1100908,5314
1996,RO,1100908,4239
1997,RO,1100908,4209
1998,RO,1100908,4180
1999,RO,1100908,4154
2000,RO,1100908,4212
2001,RO,1100908,4189
2002,RO,1100908,4178
2003,RO,1100908,4162
2004,RO,1100908,4092
2005,RO,1100908,4110
2006,RO,1100908,4092
2007,RO,1100908,3624
2008,RO,1100908,3737
2009,RO,1100908,3685
2010,RO,1100908,3575
2011,RO,1100908,3527
2012,RO,1100908,3479
2013,RO,1100908,3689
2014,RO,1100908,3653
2015,RO,1100908,3617
2016,RO,1100908,3583
2017,RO,1100908,3550
2018,RO,1100908,3119
2019,RO,1100908,3052
2020,RO,1100908,2987
2021,RO,1100908,2923
1996,RO,1100924,
1997,RO,1100924,4175
1998,RO,1100924,4216
1999,RO,1100924,4255
2000,RO,1100924,5521
2001,RO,1100924,5701
2002,RO,1100924,5842
2003,RO,1100924,5991
2004,RO,1100924,6647
2005,RO,1100924,6477
2006,RO,1100924,6649
2007,RO,1100924,7456
2008,RO,1100924,7633
2009,RO,1100924,7843
2010,RO,1100924,8301
2011,RO,1100924,8515
2012,RO,1100924,8721
2013,RO,1100924,9636
2014,RO,1100924,9887
2015,RO,1100924,10129
2016,RO,1100924,10364
2017,RO,1100924,10593
2018,RO,1100924,10886
2019,RO,1100924,11182
2020,RO,1100924,11472
2021,RO,1100924,11755
1996,RO,1100940,
1997,RO,1100940,4096
1998,RO,1100940,4147
1999,RO,1100940,4308
2000,RO,1100940,6536
2001,RO,1100940,6976
2002,RO,1100940,7305
2003,RO,1100940,7662
2004,RO,1100940,9233
2005,RO,1100940,8827
2006,RO,1100940,9238
2007,RO,1100940,13857
2008,RO,1100940,14122
2009,RO,1100940,14889
2010,RO,1100940,15854
2011,RO,1100940,16570
2012,RO,1100940,17262
2013,RO,1100940,19410
2014,RO,1100940,20204
2015,RO,1100940,20974
2016,RO,1100940,21720
2017,RO,1100940,22443
2018,RO,1100940,24226
2019,RO,1100940,25215
2020,RO,1100940,26183
2021,RO,1100940,27131
1992,RO,1101005,6981
1993,RO,1101005,7270
1994,RO,1101005,7539
1995,RO,1101005,7802
1996,RO,1101005,9770
1997,RO,1101005,10607
1998,RO,1101005,11346
1999,RO,1101005,12042
2000,RO,1101005,13961
2001,RO,1101005,14497
2002,RO,1101005,15106
2003,RO,1101005,15785
2004,RO,1101005,18777
2005,RO,1101005,18002
2006,RO,1101005,18786
2007,RO,1101005,11432
2008,RO,1101005,11793
